0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928586	4.5967e-11	0	0.754046	1
0.928723	4.45007e-11	0	0.754918	1
0.928991	4.11352e-11	0	0.753751	1
0.929039	4.06737e-11	0	0.754056	1
0.929044	4.06786e-11	0	0.754061	1
0.929094	4.01817e-11	0	0.754387	1
0.929096	4.02048e-11	0	0.75438	1
0.929144	3.97282e-11	0	0.754694	1
0.929146	3.97488e-11	0	0.754686	1
0.929191	3.93196e-11	0	0.754976	1
0.929074	3.92161e-11	0	0.754697	1
0.929069	3.69797e-11	0	0.755596	1
0.929054	3.62243e-11	0	0.755878	1
0.929135	3.43489e-11	0	0.756934	1
0.929202	3.1769e-11	0	0.75835	1
0.929374	2.88773e-11	0	0.760313	1
0.929637	2.63043e-11	0	0.762496	1
0.929864	2.33125e-11	0	0.765007	1
0.930232	2.02792e-11	0	0.768187	1
0.93066	1.74317e-11	0	0.771688	1
0.931103	1.46683e-11	0	0.775568	1
0.931637	1.20158e-11	0	0.780062	1
0.932226	9.82926e-12	0	0.784703	1
0.932831	7.83847e-12	0	0.789732	1
0.933532	6.15846e-12	0	0.795205	1
0.93436	4.59002e-12	0	0.801719	1
0.907594	4.99007e-11	3.64559e-39	0.762439	1
0.8759	4.01295e-10	1.24533e-25	0.723474	1
0.857043	9.80878e-10	3.40434e-18	0.707282	1
0.845697	1.41237e-09	2.27006e-13	0.702865	1
0.838425	1.55148e-09	1.13276e-09	0.705135	1
0.832368	1.964e-09	5.98997e-08	0.698929	1
0.82801	2.25932e-09	1.01672e-06	0.694825	1
0.825019	2.41421e-09	7.494e-06	0.692416	1
0.822961	2.44971e-09	3.11292e-05	0.691198	1
0.821707	2.38185e-09	8.18383e-05	0.691008	1
0.821053	2.24145e-09	0.000150434	0.69161	1
0.820931	2.03528e-09	0.000211917	0.69303	1
0.821684	1.76504e-09	0.000177843	0.695551	1
0.822988	1.46805e-09	0.000113262	0.698981	1
0.824651	1.20191e-09	5.73734e-05	0.70292	1
0.826572	9.53196e-10	2.5891e-05	0.707485	1
0.828823	7.30337e-10	9.8835e-06	0.712799	1
0.831357	5.47318e-10	3.1733e-06	0.718697	1
0.834189	3.98032e-10	8.58137e-07	0.725293	1
0.837343	2.76527e-10	1.98766e-07	0.732799	1
0.840822	1.82242e-10	3.87723e-08	0.741301	1
0.844732	1.12944e-10	5.96908e-09	0.751009	1
0.849163	6.53458e-11	6.6879e-10	0.762084	1
0.854107	3.48447e-11	5.38267e-11	0.774619	1
0.840543	1.04866e-09	2.1268e-29	0.626248	1
0.841072	1.46851e-09	2.99833e-35	0.594644	2
0.842637	1.85155e-09	1.23928e-38	0.567979	2
0.843946	2.38437e-09	0	0.547135	2
0.845872	2.72132e-09	0	0.532704	2
0.848211	2.91356e-09	0	0.521658	2
0.85084	2.98571e-09	0	0.512745	2
0.853707	2.96553e-09	0	0.505333	2
0.856685	2.8864e-09	0	0.499204	2
0.859886	2.73748e-09	0	0.494552	2
0.86305	2.51917e-09	0	0.490786	2
0.866224	2.31329e-09	0	0.487718	1
0.869404	2.27844e-09	0	0.486718	1
0.873457	2.04313e-09	0	0.483914	1
0.877682	1.81594e-09	0	0.481333	1
0.882104	1.60572e-09	0	0.479006	1
0.886811	1.41269e-09	0	0.476931	1
0.891707	1.22883e-09	0	0.475125	1
0.896728	1.05752e-09	0	0.473597	1
0.888004	3.96063e-08	0	0.269903	1
0.885499	2.05522e-07	0	0.162156	1
0.885602	3.52363e-07	0	0.123316	1
0.886031	4.54317e-07	0	0.103445	1
0.886584	5.35697e-07	0	0.0897648	1
0.887119	5.97103e-07	0	0.0798173	1
0.887621	6.43005e-07	0	0.072161	1
0.887528	6.78452e-07	0	0.0653434	1
0.887062	7.07715e-07	0	0.0591799	1
0.88663	7.30307e-07	0	0.0538331	1
0.886251	7.50212e-07	0	0.0490516	1
0.885879	7.66195e-07	0	0.0446017	1
0.885522	7.79366e-07	0	0.0404323	1
0.885165	7.87615e-07	0	0.0366499	1
0.884819	7.88085e-07	0	0.0336713	1
0.8845	7.80103e-07	0	0.0317522	1
0.884217	7.66732e-07	0	0.0307111	1
0.883958	7.52932e-07	0	0.0299277	1
0.883722	7.4129e-07	0	0.0290815	1
0.883464	7.30969e-07	0	0.0278704	1
0.883156	7.19224e-07	0	0.0263842	1
0.882822	7.08229e-07	0	0.024565	1
0.88248	6.96342e-07	0	0.0227677	1
0.882168	6.79773e-07	0	0.0219231	1
0.881889	6.57173e-07	0	0.0223281	1
0.881621	6.32849e-07	0	0.0232269	1
0.881343	6.13686e-07	0	0.023326	1
0.881045	5.99833e-07	0	0.0224062	1
0.880713	5.85871e-07	0	0.0212345	1
0.880379	5.70131e-07	0	0.0203983	1
0.880025	5.52767e-07	0	0.019747	1
0.879641	5.30918e-07	0	0.0197504	1
0.879308	5.08498e-07	0	0.020582	1
0.878948	4.87125e-07	0	0.0211103	1
0.878534	4.69317e-07	0	0.0204087	1
0.878098	4.57972e-07	0	0.0179977	1
0.877653	4.44447e-07	0	0.0160425	1
0.877225	4.21398e-07	0	0.0170304	1
0.876861	3.97698e-07	0	0.0193022	1
0.876467	3.78315e-07	0	0.0202084	1
0.87601	3.65486e-07	0	0.0184278	1
0.875496	3.55801e-07	0	0.0150052	1
0.875036	3.38947e-07	0	0.0148729	1
0.874612	3.16065e-07	0	0.0179937	1
0.874187	2.98472e-07	0	0.0192728	1
0.873688	2.8696e-07	0	0.0171467	1
0.873174	2.76025e-07	0	0.0146911	1
